380;0.000486025;0.000245138;0.000174985;0.000216615;0.000172737;0.000537508;7.09276E-05;4.73836E-05
381;0.000197962;9.3967E-05;0.000137051;0.000157394;0.000175942;0.000309646;3.05166E-05;4.70507E-05
382;0.000210692;0.000128306;0.000184816;0.000248363;0.000138566;0.000299421;3.45438E-05;5.8127E-05
383;0.000178095;0.000134909;0.00016849;0.00010938;0.000134818;0.000337517;5.60416E-05;3.0428E-05
384;0.00022292;0.000130999;0.000102031;0.000135584;0.000122034;0.00037709;3.46561E-05;3.63526E-05
385;0.00051482;4.56557E-05;0.000111538;0.000136361;7.26412E-05;0.000170524;2.88292E-05;2.82943E-05
386;0.000299905;6.53218E-05;0.0001581;0.000229219;8.41004E-05;0.000353301;2.14922E-05;2.89793E-05
387;0.000299581;3.01438E-05;0.000103632;0.000107448;0.000118958;0.00032916;3.12321E-05;3.80098E-05
388;0.000120747;2.33064E-05;0.000143118;0.0001536;8.72082E-05;0.000179897;3.2892E-05;3.15928E-05
389;0.000201773;2.94127E-05;8.18432E-05;5.40604E-05;8.74282E-05;0.000245998;2.41664E-05;3.13499E-05
390;0.00023909;7.912E-05;0.000100281;0.000114624;9.26002E-05;0.000219728;3.56219E-05;3.17537E-05
391;0.000120185;4.9576E-05;7.88949E-05;0.000221111;9.94662E-05;8.1257E-05;4.05034E-05;3.51118E-05
392;0.000238325;1.93642E-05;0.000104382;0.0001057;9.00872E-05;0.000268517;2.89456E-05;1.72339E-05
393;0.000267578;2.48333E-05;8.39391E-05;0.00013943;7.63105E-05;0.000296016;2.6117E-05;1.28034E-05
394;0.000293885;3.57222E-05;7.91603E-05;7.40767E-05;4.04168E-05;0.000204295;3.89449E-05;4.63441E-05
395;0.000143767;4.76685E-05;0.000101608;7.90979E-05;5.32965E-05;0.000170718;2.24499E-05;3.27671E-05
396;0.000266479;1.56514E-05;5.36225E-05;0.000111282;9.75481E-05;0.000178035;2.22025E-05;1.73313E-05
397;4.7297E-05;3.93303E-05;8.59653E-05;0.000102863;0.000101701;0.000162779;1.83683E-05;1.98191E-05
398;0.00039422;6.67417E-05;6.64916E-05;0.00010491;3.03316E-05;0.000123244;2.75544E-05;2.75791E-05
399;0.000229815;0.000135613;8.65825E-05;0.000108768;5.96601E-05;0.000181137;1.88091E-05;2.37227E-05
400;0.00013678;5.43455E-05;6.95853E-05;6.50674E-05;9.54855E-05;9.76675E-05;1.90524E-05;1.75926E-05
401;1.51928E-05;5.05534E-05;9.12685E-05;9.79298E-05;5.84169E-05;0.000274995;1.17072E-05;2.71775E-05
402;0.000158448;2.58794E-05;7.87627E-05;9.63335E-05;8.03581E-05;0.000290934;2.45701E-05;2.465E-05
403;0.000135814;8.31957E-05;7.20726E-05;8.45025E-05;8.22164E-05;0.000224194;2.03361E-05;2.52547E-05
404;0.000165081;3.79654E-05;7.19241E-05;8.67903E-05;7.4782E-05;0.00018248;2.32804E-05;2.20512E-05
405;0.000179422;6.19109E-05;7.57625E-05;9.08612E-05;6.11053E-05;0.00017324;2.64668E-05;2.00526E-05
406;0.000184819;5.60416E-05;5.02126E-05;8.94032E-05;6.9169E-05;0.000136171;2.62854E-05;1.75242E-05
407;0.000143259;5.67477E-05;5.80879E-05;0.000101883;5.62799E-05;0.000171432;1.96471E-05;3.14878E-05
408;9.53455E-05;6.63931E-05;7.98828E-05;0.000122228;4.85372E-05;0.000195167;1.96879E-05;2.14177E-05
