380;9.7951;0;0.000285014;3.74601E-05;6.68396E-08;2.93688E-09;1.95707E-09;9.98049E-06;3.9889E-07;2.46974E-05;4.49024E-12;0.000705411;0.000705411;9.47601E-09;1.29093E-05;1.31988E-11;3.82044E-07;4.51092E-08;0.000395518;0.000395518;6.4858E-13;3.05375E-07;4.37386E-11;5.99415E-09;5.64588E-06;5.53639E-08;4.8733E-09;0.000257843;6.01225E-06;7.83356E-10;1.22223E-07;4.03957E-06;0.000182105;1.48645E-10;7.47314E-06;5.42634E-11;6.53977E-05;2.31217E-05;6.6095E-11;5.62828E-06;5.62828E-06;1.38248E-12;0.000287116;3.02571E-05;2.37054E-05;0.000584337;5.8398E-10;0.000526189;2.68682E-09;1.63329E-08;2.91672E-08;1.50217E-11;0.000100692;6.29604E-10;2.63341E-12;7.30947E-11;1.48711E-08;2.93389E-10;6.44454E-08;1.62462E-10;2.37546E-07;4.68987E-10;1.29207E-09;1.39021E-09;4.615E-05;7.52955E-09;3.14821E-05;6.27061E-11;0.000257598;8.61723E-11;0.000500571;1.16604E-07;4.77379E-08;2.45699E-09;2.74783E-06;6.2178E-05;1.45665E-08;7.07068E-11;5.51707E-08;0.000449867;5.71541E-06;1.27057E-09;1.14531E-11;1.87111E-11;1.72998E-08;3.92638E-12;0.000621784;3.38115E-07;2.26368E-09;9.43723E-13;1.61796E-05;5.37631E-06;1.8701E-09;1.94948E-09;1.36982E-10;6.83637E-10;8.16943E-11;1.87369E-08
385;10.8996;0;0.001035687;0.000133895;4.61603E-07;2.52747E-08;1.48986E-08;4.55646E-05;2.2473E-06;0.000106532;5.43496E-11;0.002319507;0.002319507;7.29677E-08;5.39966E-05;1.43795E-10;2.24254E-06;3.14558E-07;0.001364549;0.001364549;8.79209E-12;1.79547E-06;4.16882E-10;4.67166E-08;2.75168E-05;3.71586E-07;3.81093E-08;0.000902667;2.88003E-05;6.99306E-09;8.00932E-07;2.0897E-05;0.000668872;6.81314E-10;3.23259E-05;3.6317E-10;0.000239572;0.000101982;6.83003E-10;2.81785E-05;2.81785E-05;1.72616E-11;0.001001957;0.000131974;8.16765E-05;0.001957777;4.31828E-09;0.001790517;2.15669E-08;1.11964E-07;1.96196E-07;1.65235E-10;0.000369985;2.82415E-09;2.94724E-11;7.11463E-10;1.08838E-07;1.55256E-09;4.34608E-07;1.54794E-09;1.44931E-06;4.38097E-09;1.09509E-08;1.17719E-08;0.000185328;5.78689E-08;0.000129276;6.39465E-10;0.000875972;8.64736E-10;0.001709397;7.49746E-07;3.01233E-07;1.01555E-08;1.30058E-05;0.000255123;1.06977E-07;6.96841E-10;3.42472E-07;0.001485779;2.75639E-05;1.12094E-08;1.11896E-10;2.03035E-10;1.19092E-07;3.41181E-11;0.002118124;2.07827E-06;9.46278E-09;1.24928E-11;7.20519E-05;2.53909E-05;1.41329E-08;1.63674E-08;8.20839E-10;2.9575E-09;8.06377E-10;1.3517E-07
390;12.0853;0.01;0.003321263;0.000422354;2.81331E-06;1.91954E-07;1.01015E-07;0.000183577;1.11734E-05;0.000405532;5.80563E-10;0.006730729;0.006730729;4.95849E-07;0.000199317;1.38519E-09;1.16166E-05;1.93575E-06;0.004154565;0.004154565;1.052E-10;9.31628E-06;3.64674E-09;3.21313E-07;0.000118355;2.20096E-06;2.62998E-07;0.002788779;0.000121751;5.58733E-08;4.63184E-06;9.53998E-05;0.00216809;2.96978E-09;0.000123399;2.63727E-09;0.000774504;0.000396952;6.22898E-09;0.000124501;0.000124501;1.91227E-10;0.003085703;0.000508;0.000248349;0.005788638;3.11687E-08;0.005376858;1.52846E-07;6.77758E-07;1.1673E-06;1.60406E-09;0.001199742;1.24539E-08;2.91484E-10;6.11525E-09;7.04238E-07;8.70712E-09;2.58653E-06;1.30158E-08;7.80351E-06;3.61154E-08;8.24874E-08;8.7969E-08;0.000656785;3.92495E-07;0.000468476;5.75618E-09;0.002628767;7.77595E-09;0.005151493;4.25429E-06;1.67747E-06;3.99564E-08;5.43247E-05;0.000923793;6.93334E-07;6.0691E-09;1.91844E-06;0.004330501;0.000117313;8.72743E-08;1.04337E-09;1.94436E-09;7.25478E-07;3.1711E-10;0.00636761;1.12734E-05;3.79488E-08;1.46031E-10;0.000283162;0.000105839;9.60702E-08;1.2127E-07;5.22071E-09;1.2135E-08;7.02428E-09;8.60556E-07
395;13.3543;0.02;0.009399213;0.00117572;1.51315E-05;1.28654E-06;6.07301E-07;0.000652709;4.90255E-05;0.001362328;5.47294E-09;0.017236353;0.017236353;2.97359E-06;0.000649285;1.17864E-08;5.31046E-05;1.05126E-05;0.011162873;0.011162873;1.11092E-09;4.26601E-05;2.86799E-08;1.95029E-06;0.000449256;1.15048E-05;1.60172E-06;0.007603524;0.000454221;3.96565E-07;2.36388E-05;0.000384347;0.006201901;1.23896E-08;0.000415707;1.96501E-08;0.002209665;0.001363536;5.01348E-08;0.000485447;0.000485447;1.87386E-09;0.008386346;0.001725644;0.000666416;0.015104448;2.09913E-07;0.014249292;9.56186E-07;3.62191E-06;6.13649E-06;1.37425E-08;0.003433284;5.53767E-08;2.54572E-09;4.64012E-08;4.02519E-06;5.15518E-08;1.35847E-05;9.65828E-08;3.70793E-05;2.62742E-07;5.50207E-07;5.80129E-07;0.002054089;2.3493E-06;0.001498197;4.57313E-08;0.006961926;6.21353E-08;0.01370054;2.13036E-05;8.24366E-06;1.50685E-07;0.000200249;0.002951979;3.96562E-06;4.66788E-08;9.5991E-06;0.011138798;0.000440622;5.99658E-07;8.91636E-09;1.64326E-08;3.90584E-06;2.90758E-09;0.016893361;5.39658E-05;1.47614E-07;1.50681E-09;0.00098206;0.000389375;5.81999E-07;7.9294E-07;3.40134E-08;4.73994E-08;5.39984E-08;4.83492E-06
400;14.708;0.05;0.023474709;0.002888412;7.18223E-05;7.60962E-06;3.23033E-06;0.002048024;0.000189834;0.004038793;4.55312E-08;0.038961388;0.038961388;1.57371E-05;0.001866558;8.85431E-08;0.000214239;5.03834E-05;0.026470861;0.026470861;1.03534E-08;0.000172392;2.00836E-07;1.04468E-05;0.001504953;5.30717E-05;8.60866E-06;0.018295716;0.001495472;2.49188E-06;0.000106466;0.00136651;0.015656368;5.00383E-08;0.001235876;1.41129E-07;0.005563545;0.004133414;3.56108E-07;0.001670413;0.001670413;1.62216E-08;0.020115274;0.005173118;0.001578255;0.034786074;1.28434E-06;0.033328163;5.27962E-06;1.70846E-05;2.8489E-05;1.03903E-07;0.008670772;2.53379E-07;1.96272E-08;3.10764E-07;2.03139E-05;3.09423E-07;6.29646E-05;6.32474E-07;0.000155484;1.68686E-06;3.2444E-06;3.37624E-06;0.005669286;1.24095E-05;0.004228283;3.2065E-07;0.016272793;4.3959E-07;0.032158238;9.41437E-05;3.57519E-05;5.51074E-07;0.000651413;0.008324638;2.00168E-05;3.1694E-07;4.26724E-05;0.025289198;0.00146049;3.63609E-06;6.84485E-08;1.22562E-07;1.8573E-05;2.48491E-08;0.039555601;0.00022798;5.64494E-07;1.37226E-08;0.003005758;0.001264276;3.12777E-06;4.57552E-06;2.15679E-07;1.77567E-07;3.66331E-07;2.39725E-05
405;16.148;0.11;0.051759279;0.006265793;0.00030085;3.97206E-05;1.51858E-05;0.005671058;0.000648699;0.01056664;3.34281E-07;0.077968948;0.077968948;7.34995E-05;0.004735512;5.87139E-07;0.000762742;0.000213096;0.055461896;0.055461896;8.51542E-08;0.000614792;1.24665E-06;4.93833E-05;0.00444911;0.000216054;4.08316E-05;0.038884825;0.004345176;1.38408E-05;0.000423164;0.004287609;0.034889923;1.98919E-07;0.003242486;9.36448E-07;0.012366126;0.011057714;2.23224E-06;0.005072461;0.005072461;1.23988E-07;0.042618745;0.013685735;0.003302712;0.070855588;7.03961E-06;0.068903036;2.57284E-05;7.11289E-05;0.000116771;6.93278E-07;0.019331274;1.1913E-06;1.33566E-07;1.8369E-06;9.05E-05;1.79071E-06;0.000257546;3.6551E-06;0.000575381;9.55741E-06;1.68989E-05;1.73402E-05;0.013809088;5.78475E-05;0.010531258;1.98416E-06;0.033621424;2.74894E-06;0.066712362;0.00036715;0.000136833;1.9852E-06;0.001870064;0.02071756;8.91645E-05;1.89945E-06;0.000168066;0.050817748;0.004272128;1.94572E-05;4.67669E-07;8.06715E-07;7.79798E-05;1.92207E-07;0.081864046;0.000849939;2.14504E-06;1.10294E-07;0.008118657;0.003622999;1.48772E-05;2.32999E-05;1.27693E-06;6.46348E-07;2.19321E-06;0.000104894
410;17.6753;0.25;0.101232816;0.012079227;0.001112128;0.00018297;6.30558E-05;0.013858603;0.001956265;0.024400055;2.16585E-06;0.141514892;0.141514892;0.000302939;0.010605321;3.43633E-06;0.002396459;0.000795385;0.103875365;0.103875365;6.18081E-07;0.001934884;6.84479E-06;0.000206011;0.011607802;0.000776203;0.000170911;0.073668319;0.011141937;6.79025E-05;0.001484295;0.011872199;0.068904337;7.91994E-07;0.007508391;5.61023E-06;0.024364527;0.026107588;1.23486E-05;0.013593396;0.013593396;8.3655E-07;0.080535271;0.031955024;0.006180229;0.130016316;3.4322E-05;0.127753438;0.000110652;0.000261363;0.00042251;4.08227E-06;0.038195367;5.60304E-06;8.02205E-07;9.58247E-06;0.000355877;9.61772E-06;0.000929668;1.8641E-05;0.001879048;4.77877E-05;7.77186E-05;7.85939E-05;0.029703431;0.000237973;0.023157235;1.08353E-05;0.062310047;1.5183E-05;0.124004331;0.001263598;0.000462164;7.14675E-06;0.004737773;0.0455203;0.000350513;1.0047E-05;0.000585576;0.092456023;0.011028237;9.18837E-05;2.83171E-06;4.68598E-06;0.000289031;1.3274E-06;0.151901862;0.002796352;8.10353E-06;7.82338E-07;0.019353189;0.009163539;6.25547E-05;0.000104708;6.87904E-06;2.32808E-06;1.15878E-05;0.000405042
415;19.2907;0.56;0.181690701;0.021575993;0.00362805;0.000743806;0.000231197;0.029906075;0.005206326;0.049826834;1.2384E-05;0.255636752;0.255636752;0.001101894;0.02104065;1.77497E-05;0.006644709;0.002619948;0.184994538;0.184994538;3.95913E-06;0.005374028;3.32074E-05;0.000758429;0.0267311;0.002460961;0.000631333;0.131179474;0.025219099;0.000294129;0.004594578;0.029011714;0.124199123;3.18385E-06;0.01537393;3.00025E-05;0.043871408;0.054469444;6.02847E-05;0.032149982;0.032149982;4.98166E-06;0.14338479;0.06595452;0.011010035;0.232998122;0.000148319;0.22796498;0.000419986;0.000847613;0.001349439;2.12134E-05;0.0688723;2.53899E-05;4.2522E-06;4.41162E-05;0.001235167;4.68462E-05;0.002961516;8.38978E-05;0.005415453;0.000210865;0.000315531;0.000314367;0.05684311;0.000863944;0.045180965;5.22187E-05;0.111207018;7.40382E-05;0.221126707;0.003837844;0.001377575;2.58141E-05;0.010595577;0.088749921;0.001215995;4.69017E-05;0.001803538;0.16665842;0.025127978;0.000382922;1.5164E-05;2.40212E-05;0.000945655;8.13497E-06;0.270996336;0.008119127;3.00421E-05;4.8973E-06;0.040756854;0.020463036;0.00023237;0.00041526;3.3246E-05;8.44345E-06;5.40302E-05;0.00138027
420;20.995;1.2;0.333098988;0.040025234;0.010444941;0.002668405;0.000748422;0.057389283;0.012229037;0.091585823;6.24891E-05;0.500454468;0.500454468;0.003537021;0.038012962;8.09134E-05;0.01625952;0.007615895;0.352364977;0.352364977;2.23805E-05;0.013172775;0.000142278;0.002464066;0.054448349;0.006885743;0.002058066;0.247154835;0.050534081;0.00112469;0.012551211;0.062603761;0.226146821;1.28003E-05;0.028310518;0.000142431;0.080023603;0.101683168;0.000259724;0.067188945;0.067188945;2.61819E-05;0.27079254;0.122139142;0.020996871;0.452334701;0.000567048;0.438416466;0.001406822;0.002426098;0.003804344;9.72824E-05;0.125410262;0.000107289;1.98917E-05;0.000179243;0.003783682;0.000204356;0.008325565;0.000333232;0.013773709;0.000821119;0.001130741;0.00110968;0.101350154;0.002767938;0.081012206;0.000222089;0.213975171;0.0003187;0.424251079;0.010286793;0.003623677;9.24225E-05;0.020993864;0.159090895;0.003722835;0.000193228;0.00490855;0.325738034;0.050664718;0.001408304;7.17467E-05;0.000108669;0.002731117;4.41179E-05;0.520793637;0.020803843;0.000106907;2.70543E-05;0.076642585;0.040501698;0.000762336;0.001453358;0.000143077;3.09998E-05;0.000222323;0.004150887
425;22.7883;2.37;0.654781592;0.078478673;0.02653738;0.008448059;0.002138967;0.102382543;0.025387389;0.163983427;0.000278267;0.894353127;0.894353127;0.010019561;0.069019147;0.000325519;0.035133079;0.019537366;0.675217486;0.675217486;0.000111648;0.028512417;0.000538208;0.007064862;0.099925949;0.017002988;0.005920705;0.479498642;0.091800555;0.003796006;0.030259288;0.120132538;0.444262092;5.02117E-05;0.050646401;0.000598605;0.157278026;0.181168184;0.000987486;0.125590062;0.125590062;0.00012144;0.524115861;0.218027915;0.040195477;0.835059907;0.001916127;0.827229669;0.004158844;0.0061291;0.009467639;0.000393705;0.246410722;0.000413436;8.21208E-05;0.000642702;0.010229844;0.000793131;0.020655505;0.001168034;0.030923739;0.002821769;0.003576568;0.003456781;0.189183141;0.007826024;0.148798712;0.000833574;0.403426989;0.001210856;0.803976973;0.024334149;0.008412908;0.000320159;0.03790192;0.292364887;0.010058488;0.000702556;0.011804835;0.586934019;0.092365135;0.004570838;0.000299777;0.000433837;0.006962822;0.000211449;0.98400306;0.047052456;0.000356772;0.000131896;0.136456584;0.073132766;0.002208517;0.004488887;0.000546182;0.000113626;0.00080732;0.011016219
