380;0.012608767;0.011159658;0.011789799;0.011931896;0.011349678;0.012416363;0.011935472;0.012001753;0.011591911;0.012221336;0.011808634;0.012038231;0.012530565;0.012024403;0.011495352;0.011942387;0.011559486;0.011478901;0.011516333;0.011968374
381;0.012832403;0.012275696;0.012662649;0.012636662;0.012800932;0.012558699;0.012462139;0.012793064;0.012835264;0.012110233;0.012302876;0.012420416;0.012825727;0.011928797;0.012462139;0.012371063;0.012495279;0.012641907;0.01240015;0.012554169
382;0.013375282;0.012712717;0.012990952;0.012820244;0.013621092;0.012711525;0.013469934;0.012923479;0.012811184;0.012778759;0.012520552;0.012910843;0.012953281;0.012476921;0.013526917;0.012829542;0.013207912;0.012996435;0.013016701;0.013075113
383;0.013915539;0.013526678;0.013091087;0.013628721;0.013985634;0.01320529;0.013738394;0.013550282;0.013206005;0.013525248;0.0133214;0.013249874;0.013458729;0.013239622;0.013473272;0.013166666;0.013471365;0.013370991;0.013904333;0.013960123
384;0.01492238;0.013705254;0.01373744;0.014198542;0.01397419;0.01399374;0.014022827;0.013956547;0.013394356;0.013969421;0.01350379;0.013985634;0.014039993;0.013532162;0.013512373;0.013355732;0.013757467;0.014034271;0.013865471;0.014550686
385;0.01510644;0.014364004;0.014019728;0.014346361;0.013892651;0.014178038;0.014188766;0.013898849;0.014278889;0.013933182;0.01413703;0.01429081;0.013964653;0.013966322;0.014383316;0.014135599;0.014185667;0.014192581;0.014268398;0.01420188
386;0.015371084;0.014447689;0.01448369;0.014556646;0.014449835;0.01436615;0.014663219;0.014292955;0.015294552;0.014766932;0.014464617;0.014329195;0.014266491;0.014060259;0.014611483;0.014500618;0.014104366;0.014219522;0.014200687;0.0143013
387;0.015398741;0.014990568;0.014882803;0.015110254;0.015164375;0.015062571;0.015166759;0.015031576;0.015062571;0.015002966;0.014737368;0.01505065;0.014507055;0.014558554;0.014918089;0.014970779;0.014540434;0.014602661;0.014762163;0.014806986
388;0.015835762;0.015706539;0.015053034;0.015442133;0.015148401;0.014868498;0.015659809;0.015338659;0.015272141;0.01499176;0.015234232;0.015199184;0.015102386;0.015146017;0.015836239;0.014891863;0.015220404;0.014912844;0.015531778;0.014703035
389;0.015863895;0.015745163;0.015664101;0.015512228;0.015399933;0.015336275;0.015331745;0.015809059;0.015792847;0.015291214;0.015403509;0.015398026;0.015523195;0.015202761;0.015482664;0.015476704;0.015619278;0.015409708;0.01540184;0.015536308
390;0.016218185;0.015913486;0.015707493;0.016143799;0.015882015;0.015685558;0.015951633;0.016083241;0.015861034;0.015910149;0.015486002;0.01580143;0.015697479;0.015624523;0.01595974;0.015721321;0.015729427;0.015651226;0.015960217;0.015971661
391;0.016692162;0.015851974;0.016244888;0.016083717;0.015868664;0.016269684;0.016135216;0.016403198;0.015980244;0.016244888;0.016397953;0.016269684;0.01606226;0.015680313;0.016151905;0.015882015;0.01611948;0.016262054;0.016119957;0.015991688
392;0.016858101;0.01625061;0.016523361;0.016186237;0.016309261;0.016501904;0.016625881;0.016541481;0.016204834;0.01601553;0.016130447;0.015750408;0.016289711;0.016243935;0.016069889;0.016279221;0.01588583;0.015875816;0.016487122;0.016267776
393;0.017073154;0.016421795;0.01628828;0.016388416;0.016470432;0.016398907;0.016633511;0.016161919;0.016176701;0.016047955;0.016028404;0.016111374;0.016330719;0.016137123;0.015964985;0.016156673;0.016273022;0.015902996;0.0163064;0.016342163
394;0.017286777;0.016358376;0.016516209;0.016626835;0.016354084;0.01682806;0.016494274;0.016163349;0.016611099;0.01635313;0.016106606;0.016397476;0.016585827;0.016791821;0.016012669;0.016089916;0.016325474;0.016296387;0.016303539;0.016285419
395;0.017364979;0.016731739;0.016713619;0.016534328;0.016824722;0.016547203;0.01668644;0.017056465;0.016433716;0.016639709;0.016820431;0.016674519;0.016499043;0.016424656;0.016544342;0.016688347;0.016543388;0.016562462;0.016593933;0.016627789
396;0.017510414;0.016953468;0.016685009;0.016916752;0.017124176;0.016973495;0.01706028;0.01696825;0.016997814;0.016782284;0.016638279;0.016924858;0.016690731;0.016725063;0.016792774;0.016979694;0.01695919;0.01648283;0.016517639;0.016973495
397;0.01777935;0.01736021;0.017166138;0.017647266;0.017404556;0.017328739;0.017707348;0.017158508;0.017436028;0.017103195;0.017333031;0.017300129;0.017279148;0.01701498;0.017305374;0.017037392;0.016882896;0.017028809;0.017165184;0.017160416
