380;0.000039;0.009462;0.001698;0.002096;0.005674;0.008262;0.002994;0.002588;0;0;0.0003;0;0;0.0018;0.0001;0.000823;0.000831;0.000826;0.000026;0.000027;0.000026;0.002013;0.002033;0.00202;0.002127;0.002148;0.002134;0.001999;0.002019;0.002006;3.99486E-06;0;0.002552688;0.00268632;0.002358626;0.002653345;0.002449092;0.002573015;3.06556E-05;0.002383194;1.86794E-05;1.54599E-05;0.000138729;4.10064E-05;0.000656104;2.15267E-05;0.000070737;-3.48366E-05;0.00016103;2.76506E-05;-3.90308E-06;4.91584E-05;6.99695E-05;0.000108119;0.000733196;0.002458412;0.00451033;0.000275548;0.000241457;-0.000150997;0.004151066;0.003461103;0.000170765;-6.0434E-06;2.00288E-06;3.7661E-05;0.001094977;0;0;4.33683E-05;2.42893E-05;3.40186E-06;3.26708E-06;0.000287299;3.74343E-05;8.39819E-05;0.001808411;5.14254E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000667976;-0.001569415;0.000132373;8.31407E-05;0.000266948;0.00144004;-0.000140518;0.002625618;0.000646511;0.000226746;0.000283854;0.005102697;0.000190775
385;0.000064;0.00969;0.002111;0.002235;0.006611;0.008574;0.003447;0.003113;0;0;0.0004;0.0001;0;0.0021;0.0002;0.000932;0.000941;0.000935;0.000058;0.000058;0.000058;0.002191;0.002213;0.002199;0.002312;0.002334;0.002319;0.002177;0.002198;0.002184;8.35702E-06;0.000683621;0.00305444;0.003229388;0.00282074;0.003146005;0.002906683;0.003098527;5.22372E-05;0.002888055;7.61593E-05;0.000116363;0.00033387;0.000239866;0.000885449;0.000152486;0.000205127;2.67816E-05;0.000422614;0.000137017;0.000102909;0.000159326;0.000102378;6.48258E-05;0.00073619;0.003411714;0.005061502;0.000304258;0.000267487;-0.00018709;0.004462738;0.003779101;0.000193042;0.000152736;6.79623E-05;0.000225962;0.001156374;0;0;2.55925E-05;0.000145738;3.28946E-06;3.13672E-06;0.000382306;9.52264E-05;8.39819E-05;0.002080265;0.00017167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001921;0;0;0;0;0;0;0.000923571;0.00256815;8.25489E-05;8.26935E-05;0.000239332;0.000325966;-9.16255E-05;0.001367119;0.00025389;0.000195881;0.000280162;0.000851112;0.000362342
390;0.00012;0.00986;0.002597;0.002365;0.007466;0.008958;0.003993;0.003584;0;0;0.0005;0.0003;0;0.0023;0.0002;0.001112;0.001123;0.001117;0.000183;0.000185;0.000184;0.002455;0.002479;0.002466;0.002573;0.002598;0.002585;0.002429;0.002452;0.00244;2.23353E-05;0.000616557;0.003533421;0.003729079;0.003273356;0.003609049;0.003361937;0.003609179;0.000103719;0.003376428;5.41077E-05;9.05465E-05;0.000698645;0.000169454;0.000779976;0.000108321;0.000526034;2.04278E-06;0.001156118;0.000395733;4.94763E-05;0.000526405;0.00040628;0.000261869;0.000733196;0.003418398;0.005409934;0.000348549;0.000308712;-4.96659E-05;0.004950274;0.004304671;0.000223064;0.000158437;0.000214501;0.000414267;0.001296042;4.76221E-05;0.000493866;6.63193E-05;0.001643641;3.44535E-06;3.33974E-06;0.000486315;0.000309213;0.000292919;0.002270599;0.000234121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000679769;0.002521781;0.000156149;0.000116242;0.000244168;-0.00027892;-6.92437E-05;0.001385562;0.000178447;0.000233817;0.000272115;0.002272743;7.038E-05
395;0.000217;0.009951;0.003218;0.002485;0.008198;0.009459;0.00469;0.003977;0;0;0.0006;0.0009;0.001;0.0025;0.0003;0.001535;0.001553;0.001543;0.00055;0.000557;0.000553;0.00299;0.003025;0.003006;0.003074;0.003111;0.003091;0.002928;0.002963;0.002944;8.78623E-05;0.000559642;0.004086854;0.004284998;0.003797704;0.004122557;0.003893641;0.004213713;0.000289236;0.003944522;0.000171947;0.000334118;0.00156154;0.000445108;0.00105725;0.000351406;0.001465994;9.45837E-05;0.002813573;0.001304555;0.000115613;0.001554623;0.00134122;0.000767868;0.00073214;0.003101677;0.005831451;0.000448197;0.000408341;0.000253578;0.005644829;0.005056208;0.000296751;0.00019498;0.000424352;0.000602573;0.001615408;4.08973E-05;0.000836471;0.000247346;0.006082651;4.09332E-06;3.98057E-06;0.000563612;0.000854903;0.000811796;0.002464857;0.00032805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000406;0;0;0;0;0;0;0.00176565;0.003108405;0.000272884;0.000265147;0.00050123;0.000791231;0.000441532;0.001407724;0.000248411;0.000512526;0.000294141;0.000433971;0.000456975
400;0.000396;0.01006;0.003995;0.002595;0.008959;0.009954;0.00539;0.00438;0;0;0.0006;0.002;0.002;0.002757;0.00055;0.00236;0.002383;0.002374;0.001358;0.001371;0.001366;0.003967;0.004006;0.003991;0.003978;0.004017;0.004001;0.00385;0.003888;0.003873;0.000229523;0.00062662;0.004811962;0.004996748;0.004475014;0.004766609;0.004580581;0.00502087;0.000712923;0.004688544;0.000649101;0.001243186;0.003251043;0.001682165;0.002434836;0.001344112;0.003457544;0.000508041;0.005847008;0.003364241;0.000581131;0.003648206;0.003266745;0.001651444;0.000740948;0.003084764;0.00660188;0.000642979;0.00060958;0.000714943;0.006577557;0.006052107;0.000450022;0.000446285;0.000680263;0.000790878;0.002347566;0.0004128;0.002332573;0.000462665;0.008584648;5.65798E-06;5.52441E-06;0.000619799;0.001960136;0.001882278;0.002757588;0.000550334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000676;0;0;0;0;0;0;0.002828586;0.004557528;0.000739665;0.000719333;0.001087235;-2.32625E-05;3.50857E-05;0.001507022;0.000261757;0.000734316;0.000339737;0.00132469;0.000305163
405;0.00064;0.010289;0.00495;0.002704;0.00988;0.010347;0.005984;0.004886;0;0;0.0007;0.0037;0.004;0.003322;0.001064;0.003715;0.00375;0.003734;0.002711;0.002736;0.002725;0.005507;0.005559;0.005536;0.005395;0.005446;0.005423;0.005303;0.005352;0.005331;0.000518611;0.001552232;0.005766236;0.005924617;0.005353311;0.005592149;0.005467733;0.006093775;0.001434079;0.005663966;0.001617704;0.003040286;0.005861248;0.004202234;0.005291179;0.003324901;0.006653706;0.001368944;0.010360104;0.006782317;0.001617851;0.006929145;0.006288236;0.002924381;0.000887694;0.003772685;0.007878628;0.000955092;0.000936333;0.001318319;0.007751832;0.007288589;0.000703365;0.001032676;0.000964962;0.000979183;0.003653764;0.001446587;0.004888889;0.00064599;0.008940707;8.34245E-06;8.19731E-06;0.00065276;0.003721267;0.003556721;0.003322132;0.001063723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001121;0;0;0;0;0;0;0.004650905;0.006493332;0.002026391;0.001867686;0.002147078;0.001027608;0.00132782;0.001603452;0.000692551;0.000988835;0.000367508;0.001922035;0.00052014
410;0.00121;0.010657;0.006192;0.002795;0.010751;0.01075;0.006687;0.005475;0;0;0.0007;0.0058;0.006;0.003929;0.001695;0.00536;0.005409;0.005385;0.004371;0.00441;0.004391;0.007364;0.007431;0.007398;0.007102;0.007167;0.007135;0.007064;0.007128;0.007096;0.000892164;0.002296279;0.006848234;0.006971631;0.006347795;0.006533568;0.006464824;0.007313096;0.00233266;0.006763312;0.002860739;0.005253659;0.008548681;0.007152001;0.008648256;0.005636584;0.01008944;0.002495391;0.015063144;0.010593385;0.002965626;0.010390485;0.009494425;0.004371124;0.001781045;0.004697708;0.009345424;0.001336423;0.001335285;0.002013949;0.009059896;0.008673186;0.001015542;0.001820091;0.001306314;0.001446976;0.005296449;0.001995266;0.007773462;0.000842076;0.009740966;1.30314E-05;1.27416E-05;0.000690944;0.005816676;0.005536616;0.003929723;0.001694812;0;0;0.00015;0.000901;0;0;0;0.000542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003594;0;0;0;0;0.001314;0;0.007082222;0.006003812;0.004020381;0.003445372;0.00356264;0.001684494;0.001908519;0.001951529;0.001654582;0.001208657;0.000442366;0.001552933;0.000509152
415;0.00218;0.011181;0.00782;0.002857;0.01136;0.011281;0.007727;0.006129;0;0;0.0007;0.0076;0.007;0.004601;0.002406;0.006872;0.00693;0.006902;0.005889;0.005938;0.005914;0.009047;0.009123;0.009086;0.008663;0.008735;0.0087;0.008674;0.008747;0.008711;0.00120589;0.003659954;0.007967805;0.008049301;0.007387047;0.007533316;0.007494885;0.008569293;0.003297979;0.00789301;0.004163331;0.007412345;0.010508533;0.009694356;0.011542427;0.00760395;0.012819649;0.003698429;0.018717141;0.013834564;0.00434405;0.013054906;0.011999295;0.005819684;0.003781395;0.00526842;0.010717646;0.001752026;0.00176684;0.00278791;0.010431551;0.010150042;0.001357143;0.002674058;0.00191526;0.001952976;0.006732335;0.002540843;0.009877809;0.001117102;0.011051108;2.01915E-05;2.00152E-05;0.000736633;0.007631463;0.007280227;0.004601026;0.002405722;0.002486;0.003295;0.002123;0.004582;0;0;0.003443;0.005222;0;0;0;0;0;0;0;0;0.002133;0;0;0;0;0;0;0.006504;0;0.00178;0.001269;0;0.004958;0;0.008684258;0.005452071;0.005835234;0.004897199;0.004911206;0.002130938;0.002493861;0.002307682;0.002230028;0.001575192;0.000830429;0.000489925;0.000606623
420;0.004;0.011952;0.009887;0.002994;0.012045;0.012044;0.009183;0.007068;0;0;0.0008;0.0092;0.009;0.005436;0.00322;0.008329;0.008396;0.008366;0.007355;0.007415;0.007388;0.010671;0.010757;0.010717;0.010163;0.010245;0.010207;0.010223;0.010305;0.010267;0.001493269;0.004586119;0.009238895;0.009260346;0.008586007;0.008682637;0.008669417;0.009974461;0.004436132;0.009178042;0.005668314;0.009742867;0.012028219;0.012231925;0.014424055;0.009375344;0.015097067;0.005069324;0.021679438;0.01672595;0.005823657;0.015192568;0.014034496;0.007499665;0.005775468;0.005271426;0.012310931;0.002289928;0.002323486;0.003803256;0.012057967;0.011898444;0.001807805;0.003712867;0.004342642;0.00534281;0.008010981;0.003284257;0.01109582;0.001537307;0.011760831;3.19859E-05;3.21457E-05;0.000823443;0.009171232;0.008865448;0.005436329;0.003220344;0.00683;0.007525;0.004907;0.008317;0.00478;0.002993;0.007096;0.007643;0.001697;0.002705;0.000754;0.002197;0;0.003267;0.000174;0;0.004706;0.002059;0.001386;0;0.000499;0.001533;0.000953;0.00975;0.001162;0.004681;0.004348;0.000676;0.008656;0.000377;0.009773396;0.008161673;0.00745907;0.006215292;0.00633664;0.003890631;0.003137476;0.003090985;0.00337122;0.002365699;0.002373434;0.004605387;0.002290869
425;0.0073;0.013062;0.012405;0.00332;0.01315;0.013151;0.011136;0.008507;0.0001;0.0001;0.0011;0.0114;0.011;0.006293;0.00426;0.010337;0.010412;0.010381;0.009352;0.00942;0.009392;0.012831;0.012925;0.012886;0.01216;0.012249;0.012212;0.012282;0.012372;0.012334;0.001880029;0.005994347;0.010814668;0.010749666;0.010094295;0.010102101;0.010136685;0.011688837;0.005891703;0.01078197;0.007571231;0.012584312;0.013591564;0.015349698;0.017955261;0.011261778;0.017422009;0.0067523;0.024626708;0.019746673;0.007555506;0.017329741;0.016064821;0.009702946;0.006726566;0.00476954;0.014465019;0.003049637;0.003109481;0.005226021;0.01415241;0.014119966;0.002456226;0.005087571;0.008844823;0.009053115;0.009738971;0.006275771;0.012642319;0.002355527;0.012817928;6.32798E-05;6.4069E-05;0.001062333;0.011364066;0.010903335;0.006293525;0.004259684;0.010603;0.011706;0.007763;0.011936;0.008343;0.007579;0.011361;0.010063;0.006709;0.007386;0.005375;0.007336;0.00512;0.008052;0.00477;0.004111;0.00751;0.005467;0.006006;0.003123;0.004868;0.004488;0.004238;0.012479;0.005477;0.007645;0.007538;0.0054;0.012266;0.004796;0.012270893;0.008716195;0.009227642;0.007784806;0.008374939;0.008757015;0.006133809;0.004683063;0.005837622;0.004742666;0.005869137;0.00323918;0.005735442
