380,3.9e-05,0.0094879,0.0016435,0.0021213,0.005672,0.0082521,0.0029736,0.0025746,0,0,0.00028617,0,0,0.0017887,0.00010032,0.00082474,0.00083318,0.00082791,2.6069e-05,2.7086e-05,2.6074e-05,0.0020115,0.0020325,0.0020189,0.0021312,0.0021533,0.0021387,0.001992,0.002013,0.0019994,-0.00044973,0,0.0025157,0.0026588,0.0023368,0.0026158,0.0024203,0.0025421,3.1047e-05,0.0023367,1.856e-05,1.5074e-05,0.00014147,4.0538e-05,0.00066354,2.2268e-05,7.072e-05,-3.6055e-05,0.00016241,2.8566e-05,-4.0582e-06,4.7414e-05,7.232e-05,0.00010675,0.00074861,0.0025279,0.0045194,0.00027179,0.00023677,-0.00015168,0.0043271,0.0036007,0.00016773,-6.0814e-06,2.0001e-06,3.7608e-05,0.0010867,0,0,4.4349e-05,2.4912e-05,3.4174e-06,3.2907e-06,0.000274,3.7022e-05,8.3847e-05,0.0017968,5.1566e-05
381,4.2991e-05,0.010127,0.001802,0.0022763,0.0061637,0.0088215,0.0032237,0.0028112,0,0,0.00031746,1.1879e-05,0,0.0019453,0.00012199,0.00089124,0.00090035,0.00089459,3.0609e-05,3.1508e-05,3.0599e-05,0.0021631,0.0021857,0.002171,0.0022916,0.0023153,0.0022994,0.0021425,0.0021649,0.0021502,-0.00053796,0.00010321,0.0027444,0.0029027,0.0025488,0.0028497,0.0026368,0.0027756,3.5505e-05,0.0025539,2.8774e-05,3.1351e-05,0.00017482,7.4133e-05,0.00074297,4.5047e-05,9.0535e-05,-2.8251e-05,0.00020107,4.3261e-05,1.3465e-05,6.092e-05,7.701e-05,0.00010397,0.00079704,0.0028386,0.004887,0.00029279,0.00025516,-0.00016911,0.0046453,0.0038726,0.00018132,1.7737e-05,9.8167e-06,6.5556e-05,0.0011633,-7.5244e-07,-7.9596e-06,4.3757e-05,2.086e-05,3.6167e-06,3.4782e-06,0.00030372,4.4699e-05,8.5877e-05,0.0019499,7.2204e-05
382,4.6935e-05,0.010249,0.0018896,0.0023206,0.0063915,0.0089451,0.0033309,0.0029338,0,0,0.00033807,2.7717e-05,0,0.00202,0.00014527,0.00091653,0.00092588,0.00091985,3.3994e-05,3.4613e-05,3.3953e-05,0.0022106,0.0022337,0.0022187,0.0023418,0.0023658,0.0023496,0.0021901,0.0022128,0.0021978,-0.00062062,0.00025586,0.0028601,0.0030285,0.0026557,0.0029649,0.002743,0.0028961,3.8957e-05,0.0026681,4.2408e-05,5.4248e-05,0.00020862,0.00012073,0.00080365,7.7079e-05,0.00011093,-1.3423e-05,0.00023779,6.0204e-05,4.0106e-05,7.3752e-05,7.5034e-05,8.9016e-05,0.00080381,0.0030782,0.0050357,0.0002999,0.00026148,-0.00018286,0.0047364,0.0039581,0.00018662,5.3314e-05,1.9929e-05,0.00010191,0.0011812,-2.2573e-06,-2.3879e-05,3.8706e-05,-1.9382e-07,3.6141e-06,3.4688e-06,0.00032304,5.1032e-05,7.9874e-05,0.0020187,9.764e-05
383,5.1383e-05,0.010074,0.001938,0.0023014,0.0064672,0.0088151,0.0033581,0.0029903,0,0,0.00035257,4.7515e-05,0,0.0020462,0.00016774,0.0009195,0.00092885,0.00092269,3.8317e-05,3.8618e-05,3.8253e-05,0.0022001,0.0022232,0.0022082,0.0023303,0.002354,0.0023378,0.0021802,0.0022027,0.0021877,-0.00069906,0.00042411,0.0029111,0.0030862,0.0027024,0.0030116,0.0027863,0.0029517,4.2353e-05,0.0027233,5.6642e-05,7.8816e-05,0.00024565,0.00017019,0.00084781,0.00011129,0.00013485,3.886e-06,0.00028156,8.1074e-05,6.9101e-05,9.0444e-05,7.4059e-05,7.1177e-05,0.00078667,0.0032604,0.0050558,0.00029936,0.00026115,-0.00019152,0.0047009,0.0039406,0.00018731,9.2968e-05,3.2734e-05,0.00014308,0.0011669,-3.386e-06,-3.5818e-05,3.2133e-05,-6.7716e-06,3.5008e-06,3.3525e-06,0.00033655,5.9248e-05,7.2857e-05,0.002038,0.00012482
384,5.6888e-05,0.0098227,0.0019787,0.0022661,0.0065023,0.0086239,0.0033681,0.0030287,0,0,0.00036554,7.1273e-05,0,0.0020574,0.000187,0.00091902,0.00092836,0.00092213,4.5673e-05,4.5737e-05,4.5618e-05,0.0021776,0.0022006,0.0021858,0.0023057,0.002329,0.002313,0.0021582,0.0021803,0.0021655,-0.00077467,0.00057413,0.0029451,0.0031254,0.0027338,0.0030403,0.0028137,0.0029907,4.6647e-05,0.0027633,6.8656e-05,0.0001001,0.00028867,0.00021238,0.00087768,0.0001406,0.00016525,1.913e-05,0.00034138,0.00010755,9.3681e-05,0.00011553,8.1749e-05,5.9737e-05,0.00076338,0.0033992,0.0050377,0.00029735,0.00025962,-0.00019368,0.0046393,0.0039038,0.00018708,0.00012902,4.8627e-05,0.00018545,0.0011469,-3.0098e-06,-3.1838e-05,2.6972e-05,3.2603e-05,3.368e-06,3.2195e-06,0.00034887,7.2575e-05,7.1842e-05,0.0020425,0.0001507
385,6.4e-05,0.0097165,0.0020433,0.002262,0.0066087,0.0085638,0.0034236,0.0030968,0,0,0.00038157,9.899e-05,0,0.0020868,0.00020065,0.00093397,0.00094347,0.00093717,5.8153e-05,5.8184e-05,5.8166e-05,0.0021894,0.0022124,0.0021978,0.0023166,0.0023398,0.0023241,0.0021694,0.0021914,0.0021768,-0.00084881,0.00067206,0.0030102,0.0031962,0.0027947,0.0031015,0.0028726,0.0030613,5.279e-05,0.0028318,7.563e-05,0.00011316,0.00034046,0.00023716,0.00089549,0.00015794,0.00020508,2.7766e-05,0.00042623,0.0001413,0.00010708,0.00015354,0.00010577,6.398e-05,0.00075167,0.0035082,0.0050717,0.0003001,0.0002623,-0.00018794,0.004652,0.0039315,0.00018961,0.00015378,6.8005e-05,0.00022541,0.0011476,0,0,2.616e-05,0.00014941,3.3068e-06,3.1599e-06,0.00036461,9.4238e-05,8.3847e-05,0.002067,0.00017223
386,7.256e-05,0.0097556,0.0021308,0.002289,0.0067868,0.008634,0.0035237,0.0031952,0,0,0.00040064,0.00012592,-1.5973e-05,0.0021329,0.00020546,0.0009616,0.00097137,0.00096506,7.337e-05,7.3569e-05,7.3506e-05,0.0022323,0.0022556,0.0022412,0.0023601,0.0023837,0.0023683,0.002211,0.0022332,0.0022189,-0.00090415,0.00070595,0.0031049,0.003297,0.0028838,0.0031939,0.0029615,0.0031616,5.9099e-05,0.0029273,7.4077e-05,0.00011183,0.00039566,0.0002348,0.00088963,0.00015564,0.00024741,2.6417e-05,0.00052881,0.00017407,0.00010465,0.00019825,0.00014018,8.2825e-05,0.00075142,0.0035772,0.0051533,0.00030698,0.00026851,-0.00017415,0.0047384,0.0040233,0.00019433,0.0001643,9.1141e-05,0.00026298,0.0011675,7.2541e-06,7.0094e-05,2.8357e-05,0.00031798,3.3139e-06,3.1718e-06,0.00038431,0.00012146,0.00010726,0.0021099,0.00018796
387,8.22e-05,0.0097927,0.0022201,0.0023158,0.0069623,0.0087064,0.0036266,0.0032919,0,0,0.00041972,0.00015205,-4.792e-05,0.0021734,0.00020305,0.00098931,0.00099933,0.00099313,8.9925e-05,9.0414e-05,9.0225e-05,0.0022757,0.0022992,0.0022851,0.0024041,0.0024281,0.0024133,0.0022527,0.002275,0.0022614,-0.00093976,0.00069835,0.0031971,0.0033945,0.0029713,0.0032838,0.0030491,0.0032597,6.4939e-05,0.0030207,6.5877e-05,9.9397e-05,0.00045242,0.00021206,0.00085862,0.00013842,0.00029027,1.8113e-05,0.00064314,0.00020475,9.0887e-05,0.00024663,0.00017987,0.00011008,0.00075079,0.003597,0.0052225,0.00031385,0.00027465,-0.00015328,0.0048317,0.0041234,0.0001988,0.00016568,0.00011777,0.00030055,0.0011889,1.8e-05,0.00017048,3.1608e-05,0.00051733,3.3284e-06,3.1952e-06,0.00040489,0.00015208,0.0001374,0.0021482,0.00019995
388,9.316e-05,0.0098273,0.0023128,0.0023421,0.0071343,0.008782,0.0037337,0.0033861,0,0,0.0004388,0.00018452,-7.188e-05,0.0022108,0.00019824,0.0010213,0.0010316,0.0010255,0.00011141,0.00011231,0.00011191,0.002324,0.0023477,0.002334,0.0024525,0.0024769,0.0024628,0.0022988,0.0023213,0.0023084,-0.00098167,0.00066721,0.0032893,0.003491,0.0030591,0.0033732,0.0031372,0.003358,7.2836e-05,0.0031142,5.6261e-05,8.5119e-05,0.00051878,0.00018353,0.00081987,0.00011778,0.00034406,7.9178e-06,0.00078016,0.00024572,7.2786e-05,0.00030804,0.00023375,0.00014737,0.00074999,0.003583,0.0052857,0.00032165,0.00028171,-0.00012549,0.0049326,0.0042322,0.00020385,0.00016239,0.00014749,0.00033812,0.0012142,2.9822e-05,0.00028557,3.7918e-05,0.00078596,3.3555e-06,3.2328e-06,0.00042555,0.00019029,0.00017668,0.002184,0.00021033
389,0.00010568,0.0098589,0.0024101,0.002368,0.0073016,0.008862,0.0038463,0.0034775,0,0,0.00045788,0.00023045,-6.3893e-05,0.0022474,0.00019583,0.0010616,0.0010724,0.0010663,0.0001414,0.00014284,0.00014215,0.0023817,0.0024059,0.0023924,0.0025092,0.0025343,0.0025206,0.0023534,0.0023764,0.0023639,-0.0010559,0.00063049,0.0033835,0.003589,0.003149,0.003464,0.0032277,0.0034592,8.5312e-05,0.0032101,5.0457e-05,7.8241e-05,0.00060277,0.00016383,0.0007908,0.0001052,0.00041915,8.9648e-07,0.0009508,0.00030937,5.7331e-05,0.00039181,0.00031074,0.00019632,0.0007492,0.0035505,0.0053496,0.00033131,0.00029073,-9.098e-05,0.0050418,0.0043504,0.00021033,0.00015885,0.00017987,0.00037569,0.0012459,4.0303e-05,0.00039977,4.9297e-05,0.0011624,3.4002e-06,3.2872e-06,0.00044546,0.00024023,0.00022754,0.0022193,0.00022125
