380;0.00091817;0;0;0
385;0.00166724;0.00643025;0.00452747;0.007644562
390;0.00309442;0.006722237;0.0061533;0.006659957
395;0.00588035;0.009146172;0.008034241;0.009810146
400;0.01142771;0.014348461;0.015949918;0.012242666
405;0.02281123;0.032311504;0.032065044;0.026049982
410;0.04615499;0.059518591;0.059344033;0.053856608
415;0.07947662;0.089537293;0.088281663;0.08200635
420;0.13723735;0.119818082;0.117901938;0.110086369
425;0.18709637;0.165387535;0.161291628;0.153057873
430;0.25386523;0.224119287;0.21804555;0.207294492
435;0.32067947;0.292992895;0.287504993;0.273769749
440;0.40158707;0.364325657;0.359677539;0.342774961
445;0.47400237;0.44038534;0.434052077;0.419065337
450;0.55371524;0.521982042;0.514936278;0.499243204
455;0.62965395;0.611684361;0.604349818;0.589304016
460;0.708048623;0.705456487;0.698858852;0.682479585
465;0.78521618;0.791370196;0.785283421;0.771028767
470;0.86029078;0.869447814;0.862565458;0.854133811
475;0.91773356;0.92083389;0.917331701;0.90751492
480;0.96560465;0.965378216;0.961269949;0.954160545
485;0.99062133;0.990785802;0.986190096;0.985592933
490;1;0.999665371;0.997704243;0.996548659
495;0.99202229;0.999720539;1.000709997;1.000528257
500;0.96595166;0.975578872;0.976864323;0.979913111
505;0.92229868;0.943570537;0.947564197;0.950477348
510;0.8628881;0.870955755;0.877692915;0.878121558
515;0.78523346;0.803675211;0.808871239;0.810967952
520;0.69962804;0.72171661;0.729733402;0.731601233
525;0.60942212;0.636596328;0.643114521;0.644554633
530;0.51930871;0.55788321;0.563713155;0.565471013
535;0.4325333;0.482612639;0.488359997;0.488959536
540;0.35170723;0.428181263;0.433316505;0.434005152
545;0.2791352;0.382454208;0.387207071;0.387768933
550;0.21572225;0.32973384;0.334706708;0.335154253
555;0.16205589;0.271276717;0.275643492;0.276013381
560;0.11852562;0.199175744;0.203876681;0.203486757
565;0.08434572;0.128902837;0.13189164;0.13158973
570;0.05870127;0.07387636;0.075688943;0.076039353
575;0.04000889;0.037226225;0.037959405;0.038520851
580;0.02687474;0.016603817;0.017186063;0.017437725
585;0.01786245;0.006979105;0.0070871;0.007314277
590;0.01179014;0.002792811;0.00285449;0.002851561
595;0.0077343;0.001150514;0.00105899;0.001251877
600;0.00506686;0.000613795;0.0004605;0.000414934
605;0.00331766;0.000235182;0.000349746;0.000218146
610;0.00217698;1.15188E-05;0.000122057;9.63035E-05
615;0.00143314;3.62957E-06;-8.37502E-06;-1.65667E-05
620;0.00094731;-6.69192E-05;6.6878E-05;-0.000131923
625;0.00062765;-0.000184952;1.036E-05;-6.34516E-05
630;0.00041796;-5.55031E-05;3.45882E-05;0.00011807
635;0.0002798;-4.0527E-05;1.04407E-05;0.000103379
640;0.00018834;1.10875E-05;-5.63986E-05;-3.71648E-05
645;0.00012734;-4.17288E-05;-1.83874E-05;-0.000123462
650;0.00008657;-8.51085E-05;0.000109792;0.000112372
655;0.00005919;0.000169871;0.000153687;-1.56401E-05
660;0.00004069;9.19117E-05;5.348E-05;-7.1116E-05
665;0.00002813;-0.000113607;2.76452E-05;9.663E-05
670;0.00001955;-0.000145509;3.93064E-05;6.76077E-05
675;0.00001364;-6.16781E-05;0.000185656;5.7333E-05
680;0;-7.48799E-05;3.66726E-05;-4.2413E-05
685;0;-3.17655E-05;0.000149283;6.07857E-05
690;0;-5.77246E-05;0.000142097;2.74142E-05
695;0;7.03936E-05;7.36651E-06;2.1788E-05
700;0;-5.40441E-05;-5.26246E-05;5.67243E-05
705;0;-0.000189449;5.78783E-05;0.000142243
710;0;-4.52235E-05;2.60246E-05;-1.90642E-05
715;0;-7.35409E-05;-1.33351E-05;-0.000142127
720;0;-0.000225939;6.04631E-05;2.81059E-05
725;0;-0.000198827;2.38224E-06;3.82245E-05
730;0;-0.000121414;-3.65123E-06;-6.43443E-05
735;0;-8.75005E-05;0.000171557;4.67204E-05
740;0;-0.000141012;9.62261E-05;-8.44477E-05
745;0;-0.000208883;5.24991E-05;1.63894E-05
750;0;-0.000145835;-1.88019E-05;9.39664E-05
755;0;-0.000129455;2.67587E-05;-0.000205511
760;0;-0.000214719;-8.74262E-05;-1.70431E-05
765;0;-2.52084E-05;0.000134498;-4.07038E-05
770;0;-2.8199E-05;3.25862E-05;-8.92075E-05
775;0;-0.000127128;6.42805E-05;-4.98481E-05
780;0;-9.56705E-05;-2.93592E-06;-5.00178E-05
