380;0.001368;0.005274925;0.002096859;0.002255758;0.00167711;0.001235897;0.002556552;0.002597388;0.001944745;0.002692955;0.000692851;0.001688888;0.004406049;0.002925694;0.003090392;0.002555748;0.002084945;0.006324658;0.001812924;0.00123142;0.001463492;0.002729421;0;0;0;0;0
385;0.002236;0.009555705;0.002149943;0.002263203;0.002211461;0.001219409;0.002721024;0.002345161;0.002416083;0.002600116;-0.000677663;0.001109096;-0.000422461;0.004515816;0.004443762;0.003510373;0.002530905;0.006325974;0.002133706;0.00183633;0.001823398;0.002378913;0;0;0;0;0
390;0.004243;0.007584175;0.002122769;0.00281162;0.00291819;0.002616349;0.00286664;0.00300007;0.002642837;0.003118933;-0.001435063;0.001168393;0.002580231;0.006272286;0.005432074;0.004470944;0.005612849;0.005323454;0.002524257;0.002149442;0.002630952;0.002975706;0;0;0;0;0
395;0.00765;0.011522634;0.003242152;0.003854938;0.003702213;0.002889611;0.003259422;0.003233574;0.003361353;0.00403412;0.000552144;0.00138726;0.008610095;0.007140974;0.00676624;0.007957724;0.007599712;0.00881554;0.003320538;0.003286192;0.003768867;0.007157007;0;0;0;0;96.70375611
400;0.01431;0.00711453;0.004978507;0.005471364;0.005696715;0.004184508;0.003456781;0.004074624;0.00376075;0.005560459;0.003528038;0.001771532;0.019249205;0.014389767;0.013780581;0.015304918;0.01531459;0.012281831;0.005321869;0.005905667;0.005904648;0.008066894;242.4560965;362.693497;407.4833777;406.3536942;523.5433889
405;0.02319;0.012080115;0.009884763;0.010510871;0.01091072;0.006910934;0.006430366;0.007809113;0.008051937;0.010564352;0.006174331;0.004517234;0.03289321;0.029199166;0.029622111;0.031209918;0.032311114;0.029630124;0.010162085;0.011528186;0.011390499;0.013109525;541.8652141;690.0815679;821.189937;610.9847508;753.4266888
410;0.04351;0.023355583;0.023314458;0.024386479;0.025271347;0.018931249;0.017484398;0.01933746;0.019478815;0.023360968;0.014553737;0.014723226;0.066870546;0.061279205;0.060121413;0.062428924;0.064648166;0.059267442;0.023299093;0.025315264;0.025502582;0.027720846;996.903339;1127.47459;1333.845864;941.9694978;1098.869894
415;0.07763;0.060994861;0.058839777;0.06038532;0.061627933;0.051662495;0.050330002;0.052424359;0.051817871;0.060288435;0.046222854;0.045303262;0.119729554;0.11233346;0.110434996;0.112063241;0.114903717;0.109908817;0.057668676;0.059630097;0.060610142;0.065793596;2558.382049;2445.980615;2636.570623;2273.696703;2369.116672
420;0.13438;0.123992013;0.128311954;0.129672441;0.131650332;0.118609594;0.118196377;0.119601086;0.118773298;0.130374747;0.1129058;0.111369053;0.18606302;0.178203156;0.177115718;0.177781481;0.178627888;0.173689227;0.125362334;0.12734871;0.128803603;0.135923266;4668.554717;4304.920721;4421.576302;4208.734417;4205.850319
425;0.21477;0.212713674;0.21554751;0.216308102;0.218964964;0.207273248;0.206406381;0.207346878;0.20752816;0.218593558;0.203261935;0.196348789;0.252381736;0.242265202;0.239271672;0.240721996;0.242177974;0.23721093;0.210292077;0.212551637;0.214627294;0.223868145;6770.324087;6363.626435;6381.067683;6349.763642;6250.799384
