380;0.01;1.64E-12;1.74E-12;1.74E-10;1.61E-10;2.49E-12;5.05E-09;4.92E-09;4.92E-09;2.54E-12;0.011491927;0.005562105;0.008318426;6.59E-12;4.75E-12;4.13E-12;0;0;0;0.005622487;4.26E-12;4.50E-12;5.54E-12;2.90E-08;2.20E-08;1.39E-08;3.0279E-06;-7.293E-15;3E-18;4.7644E-14;0.000000198
385;0.013;1.44E-12;1.68E-12;1.47E-10;1.62E-10;2.43E-12;4.58E-09;4.86E-09;4.52E-09;2.57E-12;0.015063112;0.008581698;0.010706168;8.52E-12;5.84E-12;5.60E-12;0.01151555;0.014301702;0.01332702;0.010042993;5.89E-12;7.82E-12;7.27E-12;1.99E-08;2.62E-08;2.30E-08;4.2813E-06;3.161E-15;-7E-18;7.7218E-14;0.00000115
390;0.025;1.67E-12;1.99E-12;1.94E-10;1.80E-10;2.84E-12;6.38E-09;6.55E-09;6.14E-09;2.99E-12;0.030968961;0.018767055;0.021311134;1.45E-11;1.14E-11;1.06E-11;0.02003611;0.024649578;0.023779398;0.022701832;1.04E-11;1.26E-11;1.26E-11;4.85E-08;4.67E-08;4.18E-08;5.5433E-06;2.3977E-14;3.008E-15;9.9881E-14;0.00000246
395;0.05;5.22E-12;5.95E-12;5.44E-10;4.03E-10;7.40E-12;2.14E-08;2.11E-08;2.12E-08;8.81E-12;0.07707916;0.049759574;0.052376297;3.10E-11;2.76E-11;2.57E-11;0.049849614;0.056432802;0.055381662;0.053319818;2.54E-11;2.78E-11;2.67E-11;1.16E-07;1.11E-07;8.74E-08;7.8819E-06;6.3105E-14;3.3123E-14;1.46593E-13;0.00000645
400;0.1;2.58E-11;3.04E-11;2.60E-09;1.93E-09;3.31E-11;1.02E-07;1.04E-07;1.04E-07;3.96E-11;0.191053837;0.129975631;0.131072351;7.40E-11;6.82E-11;6.46E-11;0.123676526;0.136295141;0.133440383;0.113740456;6.55E-11;6.89E-11;6.67E-11;2.95E-07;2.65E-07;2.34E-07;1.34514E-05;1.52336E-13;1.04665E-13;2.58054E-13;0.0000167
405;0.2;9.37E-11;1.10E-10;9.59E-09;7.80E-09;1.12E-10;3.52E-07;3.59E-07;3.61E-07;1.30E-10;0.431829283;0.295769882;0.294962693;1.52E-10;1.44E-10;1.38E-10;0.275129231;0.296404345;0.292454329;0.208681196;1.45E-10;1.51E-10;1.47E-10;6.27E-07;5.61E-07;5.35E-07;2.75597E-05;3.77405E-13;2.91124E-13;5.27874E-13;0.0000357
410;0.4;2.03E-10;2.40E-10;2.09E-08;1.88E-08;2.35E-10;7.43E-07;7.57E-07;7.62E-07;2.63E-10;0.735389448;0.505155581;0.501188513;2.55E-10;2.47E-10;2.39E-10;0.47945934;0.50571871;0.501708723;0.327157776;2.45E-10;2.51E-10;2.47E-10;1.03E-06;9.12E-07;9.06E-07;5.65637E-05;8.36831E-13;6.82986E-13;1.03893E-12;0.0000625
415;0.8;3.06E-10;3.61E-10;3.14E-08;3.07E-08;3.42E-10;1.10E-06;1.12E-06;1.12E-06;3.76E-10;0.995786567;0.69513348;0.685112377;3.44E-10;3.42E-10;3.33E-10;0.680804701;0.705094367;0.698610191;0.445761588;3.42E-10;3.46E-10;3.42E-10;1.40E-06;1.24E-06;1.24E-06;8.94516E-05;1.40439E-12;1.20859E-12;1.62548E-12;0.0000879
420;0.9;3.75E-10;4.41E-10;3.85E-08;3.97E-08;4.07E-10;1.33E-06;1.36E-06;1.36E-06;4.37E-10;1.220641757;0.859228066;0.847782077;4.05E-10;4.11E-10;4.03E-10;0.823067358;0.843175507;0.839196388;0.542520684;4.11E-10;4.13E-10;4.11E-10;1.70E-06;1.50E-06;1.51E-06;0.000109769;1.81477E-12;1.626E-12;1.99767E-12;0.000108405
425;0.95;4.09E-10;4.82E-10;4.20E-08;4.49E-08;4.35E-10;1.44E-06;1.48E-06;1.47E-06;4.71E-10;1.36853851;0.951698643;0.938837267;4.40E-10;4.51E-10;4.42E-10;0.913322528;0.929147995;0.924047351;0.607858734;4.45E-10;4.44E-10;4.42E-10;1.81E-06;1.59E-06;1.58E-06;0.000118551;2.00921E-12;1.86402E-12;2.15256E-12;0.000118908
430;0.98;4.32E-10;5.05E-10;4.42E-08;4.78E-08;4.47E-10;1.49E-06;1.54E-06;1.52E-06;4.75E-10;1.434192023;0.997901263;0.986379103;4.42E-10;4.62E-10;4.56E-10;0.969123239;0.977383074;0.972501401;0.64370893;4.68E-10;4.64E-10;4.63E-10;1.89E-06;1.67E-06;1.65E-06;0.000122362;2.10578E-12;2.00412E-12;2.20401E-12;0.000124197
435;1;4.36E-10;5.13E-10;4.48E-08;4.84E-08;4.47E-10;1.53E-06;1.56E-06;1.55E-06;4.76E-10;1.43448331;1.013768048;1.003025776;4.54E-10;4.77E-10;4.72E-10;0.997063203;0.999509051;0.999350238;0.657631329;4.71E-10;4.68E-10;4.68E-10;1.93E-06;1.69E-06;1.67E-06;0.000127676;2.14384E-12;2.08956E-12;2.21308E-12;0.000131095
440;1;4.39E-10;5.15E-10;4.50E-08;4.81E-08;4.41E-10;1.53E-06;1.54E-06;1.54E-06;4.75E-10;1.437630461;1.027826774;1.018806649;4.47E-10;4.76E-10;4.72E-10;1.000468493;0.995405085;0.995620301;0.657107108;4.65E-10;4.59E-10;4.59E-10;1.92E-06;1.67E-06;1.66E-06;0.00012806;2.18707E-12;2.1609E-12;2.22842E-12;0.000133172
445;0.97;4.37E-10;5.13E-10;4.48E-08;4.70E-08;4.35E-10;1.49E-06;1.52E-06;1.50E-06;4.59E-10;1.418785162;1.000502292;0.995623589;4.29E-10;4.64E-10;4.62E-10;0.981650139;0.969552802;0.973143385;0.644733128;4.55E-10;4.52E-10;4.52E-10;1.81E-06;1.58E-06;1.58E-06;0.000125683;2.2099E-12;2.21326E-12;2.22893E-12;0.000133224
450;0.94;4.21E-10;4.96E-10;4.33E-08;4.47E-08;4.15E-10;1.44E-06;1.47E-06;1.45E-06;4.41E-10;1.378807007;0.96796879;0.966244537;4.06E-10;4.40E-10;4.39E-10;0.93771073;0.924337093;0.927100994;0.621007067;4.37E-10;4.34E-10;4.36E-10;1.72E-06;1.51E-06;1.52E-06;0.000120749;2.15614E-12;2.17931E-12;2.15222E-12;0.000127342
455;0.9;4.01E-10;4.72E-10;4.11E-08;4.18E-08;3.91E-10;1.37E-06;1.39E-06;1.38E-06;4.17E-10;1.309322826;0.925766222;0.925861483;3.78E-10;4.13E-10;4.13E-10;0.889256208;0.869378807;0.873396368;0.586843536;4.06E-10;4.06E-10;4.08E-10;1.63E-06;1.42E-06;1.45E-06;0.000113733;2.09722E-12;2.13328E-12;2.0776E-12;0.00011915
460;0.8;3.77E-10;4.45E-10;3.85E-08;3.86E-08;3.61E-10;1.27E-06;1.28E-06;1.26E-06;3.85E-10;1.188029029;0.852448282;0.854400429;3.41E-10;3.77E-10;3.78E-10;0.820073008;0.798166816;0.803165675;0.541076613;3.75E-10;3.74E-10;3.75E-10;1.50E-06;1.30E-06;1.34E-06;0.000106518;1.96578E-12;2.00922E-12;1.9267E-12;0.000109904
465;0.7;3.35E-10;3.95E-10;3.44E-08;3.41E-08;3.21E-10;1.14E-06;1.15E-06;1.13E-06;3.34E-10;1.039223357;0.743242418;0.747833113;3.02E-10;3.35E-10;3.37E-10;0.722900265;0.6998467;0.706196904;0.481159881;3.34E-10;3.37E-10;3.38E-10;1.30E-06;1.13E-06;1.17E-06;9.58219E-05;1.81102E-12;1.85128E-12;1.75694E-12;0.0000987
470;0.62;2.81E-10;3.31E-10;2.87E-08;2.83E-08;2.65E-10;9.58E-07;9.56E-07;9.48E-07;2.84E-10;0.9078181;0.64008277;0.646778573;2.49E-10;2.77E-10;2.79E-10;0.605856164;0.583031748;0.587267004;0.409416878;2.78E-10;2.81E-10;2.83E-10;1.08E-06;9.46E-07;9.81E-07;8.20265E-05;1.56819E-12;1.61137E-12;1.51318E-12;0.0000828
475;0.55;2.23E-10;2.64E-10;2.27E-08;2.22E-08;2.09E-10;7.55E-07;7.59E-07;7.49E-07;2.23E-10;0.72331549;0.509569659;0.517050499;1.91E-10;2.16E-10;2.18E-10;0.474991027;0.455865665;0.460933388;0.333196862;2.17E-10;2.20E-10;2.21E-10;8.73E-07;7.55E-07;7.93E-07;6.63186E-05;1.31347E-12;1.35174E-12;1.25672E-12;0.0000651
480;0.45;1.71E-10;2.03E-10;1.75E-08;1.70E-08;1.60E-10;5.71E-07;5.74E-07;5.64E-07;1.67E-10;0.552848251;0.392378971;0.398852141;1.44E-10;1.62E-10;1.64E-10;0.362026179;0.346223727;0.349792753;0.260219327;1.66E-10;1.68E-10;1.70E-10;6.49E-07;5.68E-07;5.91E-07;5.22796E-05;1.04055E-12;1.06981E-12;9.86147E-13;0.0000496
485;0.4;1.24E-10;1.47E-10;1.26E-08;1.23E-08;1.15E-10;4.24E-07;4.24E-07;4.17E-07;1.22E-10;0.392506746;0.28117927;0.286559795;1.05E-10;1.19E-10;1.20E-10;0.266098543;0.253082393;0.25582126;0.195835241;1.22E-10;1.24E-10;1.25E-10;4.72E-07;4.15E-07;4.31E-07;3.95041E-05;8.01467E-13;8.25162E-13;7.56175E-13;0.0000364
490;0.22;8.82E-11;1.05E-10;8.96E-09;8.69E-09;8.13E-11;3.03E-07;3.00E-07;2.96E-07;8.59E-11;0.279476946;0.197957613;0.203198225;7.36E-11;8.37E-11;8.49E-11;0.189978837;0.18022382;0.182529145;0.143289729;8.76E-11;8.98E-11;9.01E-11;3.36E-07;2.92E-07;3.03E-07;2.93833E-05;5.96083E-13;6.15821E-13;5.59734E-13;0.0000258
495;0.16;6.41E-11;7.61E-11;6.45E-09;6.24E-09;5.81E-11;2.19E-07;2.16E-07;2.12E-07;6.28E-11;0.203828316;0.144197365;0.148128573;5.42E-11;6.14E-11;6.24E-11;0.137057983;0.129815443;0.131984133;0.1034914;6.23E-11;6.34E-11;6.38E-11;2.43E-07;2.11E-07;2.18E-07;2.24034E-05;4.51983E-13;4.67393E-13;4.22446E-13;0.0000191
500;0.1;4.70E-11;5.60E-11;4.76E-09;4.57E-09;4.27E-11;1.61E-07;1.59E-07;1.56E-07;4.45E-11;0.150769374;0.106314853;0.109640689;4.03E-11;4.53E-11;4.61E-11;0.099915858;0.094100188;0.095623845;0.074000987;4.55E-11;4.65E-11;4.69E-11;1.78E-07;1.54E-07;1.59E-07;1.67965E-05;3.45647E-13;3.58278E-13;3.22197E-13;0.0000141
505;0.079432823;3.17E-11;3.80E-11;3.22E-09;3.07E-09;2.86E-11;1.09E-07;1.08E-07;1.06E-07;3.02E-11;0.102797833;0.072344117;0.074889003;2.70E-11;3.07E-11;3.12E-11;0.068578723;0.064734399;0.065648512;0.051459076;3.11E-11;3.15E-11;3.18E-11;1.18E-07;1.03E-07;1.04E-07;1.19143E-05;2.48076E-13;2.5738E-13;2.29656E-13;0.00000955
510;0.063095734;1.99E-11;2.38E-11;2.01E-09;1.90E-09;1.78E-11;6.86E-08;6.79E-08;6.65E-08;1.90E-11;0.062573808;0.044573915;0.046229583;1.66E-11;1.91E-11;1.94E-11;0.042968043;0.040461216;0.041137487;0.034350103;1.96E-11;1.98E-11;2.00E-11;7.33E-08;6.36E-08;6.36E-08;7.8968E-06;1.64561E-13;1.71322E-13;1.52432E-13;0.00000599
515;0.050118723;1.29E-11;1.53E-11;1.29E-09;1.21E-09;1.15E-11;4.38E-08;4.32E-08;4.23E-08;1.20E-11;0.039985646;0.028383244;0.029580988;1.07E-11;1.23E-11;1.25E-11;0.027716585;0.026102272;0.026512221;0.022253661;1.27E-11;1.27E-11;1.28E-11;4.77E-08;4.14E-08;4.19E-08;5.3964E-06;1.10503E-13;1.15329E-13;1.0201E-13;0.00000391
520;0.039810717;8.35E-12;1.00E-11;8.43E-10;7.82E-10;7.35E-12;2.83E-08;2.78E-08;2.71E-08;7.69E-12;0.026639824;0.018669047;0.019525786;6.91E-12;8.00E-12;8.19E-12;0.018059474;0.016860557;0.017180956;0.014311277;7.99E-12;8.02E-12;8.07E-12;3.14E-08;2.67E-08;2.71E-08;3.6341E-06;7.5469E-14;7.9064E-14;6.967E-14;0.00000254
525;0.031622777;5.40E-12;6.38E-12;5.31E-10;4.88E-10;4.72E-12;1.84E-08;1.79E-08;1.75E-08;4.84E-12;0.01754888;0.012105903;0.012731022;4.37E-12;5.10E-12;5.19E-12;0.011626505;0.010900904;0.011137888;0.009347245;5.10E-12;5.15E-12;5.15E-12;2.04E-08;1.72E-08;1.72E-08;2.4582E-06;5.1061E-14;5.3136E-14;4.6989E-14;0.00000163
530;0.025118864;3.73E-12;4.41E-12;3.72E-10;3.35E-10;3.26E-12;1.30E-08;1.26E-08;1.23E-08;3.49E-12;0.01235296;0.008423177;0.008902323;3.14E-12;3.58E-12;3.69E-12;0.008173031;0.00766269;0.007863093;0.006530242;3.60E-12;3.67E-12;3.67E-12;1.35E-08;1.21E-08;1.22E-08;1.8078E-06;3.716E-14;3.9126E-14;3.3951E-14;0.00000116
535;0.019952623;3.16E-12;3.85E-12;3.21E-10;2.85E-10;2.79E-12;1.12E-08;1.08E-08;1.06E-08;3.04E-12;0.010480311;0.007123446;0.007554896;2.77E-12;3.13E-12;3.25E-12;0.006943986;0.006483733;0.00663841;0.005410768;3.08E-12;3.12E-12;3.17E-12;1.29E-08;9.88E-09;1.04E-08;1.5832E-06;3.2719E-14;3.4628E-14;2.9964E-14;0.00000104
540;0.015848932;3.47E-12;4.17E-12;3.49E-10;3.06E-10;3.03E-12;1.22E-08;1.18E-08;1.16E-08;3.26E-12;0.011067234;0.007568168;0.008052932;3.07E-12;3.44E-12;3.59E-12;0.007517553;0.007054108;0.007190695;0.005703299;3.35E-12;3.44E-12;3.45E-12;1.29E-08;1.13E-08;1.08E-08;0.000001711;3.5989E-14;3.7882E-14;3.2871E-14;0.00000114
545;0.012589254;4.68E-12;5.59E-12;4.60E-10;4.00E-10;4.08E-12;1.63E-08;1.58E-08;1.54E-08;4.33E-12;0.014550133;0.009980552;0.010571167;4.09E-12;4.62E-12;4.79E-12;0.010105671;0.009481549;0.009661129;0.007201951;4.47E-12;4.47E-12;4.48E-12;1.79E-08;1.51E-08;1.48E-08;2.2541E-06;4.7531E-14;5.0306E-14;4.3706E-14;0.00000151
550;0.01;6.97E-12;8.29E-12;6.87E-10;5.93E-10;6.00E-12;2.43E-08;2.36E-08;2.29E-08;6.40E-12;0.021327003;0.014846538;0.015781613;5.99E-12;6.89E-12;7.11E-12;0.014898376;0.014036209;0.014272209;0.009490134;6.60E-12;6.49E-12;6.53E-12;2.52E-08;2.27E-08;2.15E-08;3.1971E-06;6.7038E-14;7.1543E-14;6.2149E-14;0.00000225
555;0.007943282;9.46E-12;1.14E-11;9.40E-10;8.06E-10;8.22E-12;3.32E-08;3.20E-08;3.12E-08;8.60E-12;0.029026635;0.020432242;0.021648916;8.31E-12;9.56E-12;9.83E-12;0.020992673;0.019740793;0.020044639;0.011539539;9.24E-12;9.05E-12;9.08E-12;3.45E-08;3.06E-08;2.93E-08;0.000004234;8.9261E-14;9.5539E-14;8.1743E-14;0.00000312
560;0.006309573;1.03E-11;1.24E-11;1.03E-09;8.70E-10;8.96E-12;3.56E-08;3.41E-08;3.32E-08;9.41E-12;0.031601767;0.022267202;0.023665129;9.01E-12;1.05E-11;1.08E-11;0.023195053;0.02189479;0.02225555;0.012040409;1.01E-11;9.81E-12;9.86E-12;3.72E-08;3.27E-08;3.20E-08;4.5145E-06;9.6799E-14;1.03888E-13;8.8973E-14;0.00000342
