380;0.000039;0.010039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039;0.000039
385;0.000064;0.000064;0.010064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064;0.000064
390;0.00012;0.00012;0.00012;0.01012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012;0.00012
395;0.000217;0.000217;0.000217;0.000217;0.010217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217;0.000217
400;0.000396;0.000396;0.000396;0.000396;0.000396;0.010396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396;0.000396
405;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.01064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064;0.00064
410;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.01121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121;0.00121
415;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.01218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218;0.00218
420;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.014;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
425;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0173;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073
